[00:00-00:01] 八十一难
[1:11:12-1:11:15] 是用来锯我们的脚脖子
[1:11:17-1:11:19] 如果你害怕的话
[1:11:19-1:11:20] 我可以先来
[1:11:20-1:11:22] 咱再试试锯铁链子呢
[1:11:22-1:11:22] 没时间了
[1:11:22-1:11:23] 再想想有别的办法
[1:11:23-1:11:24] 我有医保
[1:11:24-1:11:25] 你锯哪条腿啊
[1:11:27-1:11:28] 大哥你别锯了
[1:11:28-1:11:30] 咱再找找别的线索吧
[1:11:30-1:11:32] 我找了没有线索了
[1:11:33-1:11:34] 这儿有个遥控器
[1:11:37-1:11:39] 我想玩游戏
[1:11:40-1:11:41] 现在要从这儿出去
[1:11:41-1:11:43] 必须遵守我的规则
[1:11:46-1:11:47] 让我找线索
[1:11:47-1:11:49] 自个儿在这儿看电视合适吗
[1:11:51-1:11:52] 有没有可能
[1:11:52-1:11:53] 这就是线索呀
[1:11:53-1:11:54] 你别说你
[1:11:54-1:11:55] 快打开
[1:11:56-1:11:58] 以上就是全部线索
[1:11:58-1:11:59] 祝你们好运
[1:12:06-1:12:08] 你看我说还是得用锯
[1:12:08-1:12:09] 咱们现在就是想好了
[1:12:09-1:12:11] 到底是锯铁链还是锯脚脖子
[1:12:11-1:12:12] 你锯我脖子
[1:12:12-1:12:13] 我带着你啊
[1:12:13-1:12:14] 你看电视脖子
[1:12:16-1:12:17] 你
[1:12:17-1:12:18] 你
[1:12:18-1:12:19] 你为什么要抓我们呢
[1:12:20-1:12:21] 你到底是谁呀
[1:12:22-1:12:25] 你们好好想想我是谁
[1:12:26-1:12:27] 我想起来了
[1:12:27-1:12:28] 我好像见过他
[1:12:28-1:12:28] 在哪儿
[1:12:28-1:12:29] 刚才在电视里
[1:12:29-1:12:30] 滚
[1:12:31-1:12:33] 你到底是谁呀
[1:12:34-1:12:35] 我刚才不是讲了吗
[1:12:35-1:12:37] 讲的时候不好好听
[1:12:39-1:12:40] 你
[1:12:40-1:12:42] 你到底是谁呀
[1:12:42-1:12:43] 你到底是谁呀
[1:12:43-1:12:44] 你到底是谁呀
[1:12:44-1:12:46] 我到底是谁呀
[1:12:46-1:12:48] 你们到底是谁呀
[1:12:50-1:12:53] 你们到底是谁呀
[1:12:54-1:12:55] highlighted
[1:12:55-1:12:56] boats
[1:12:58-1:12:59] 大家好
[1:12:59-1:12:59] 海报
[1:12:59-1:13:00] 海报
[1:13:00-1:13:00] 海报
[1:13:00-1:13:01] 海报
[1:13:01-1:13:01] 鹅
[1:13:01-1:13:01] 鹅
[1:13:01-1:13:01] 好了
[1:13:03-1:13:03] 你们那个
[1:13:06-1:13:09] 完了
[1:13:09-1:13:10] 完了
[1:13:11-1:13:12] 什么就是
[1:13:12-1:13:13] 嗯
[1:13:13-1:13:14] 真是
[1:13:14-1:13:16] 我永远记得你们
[1:13:16-1:13:21] 你还记得一个星期前的交通事故吗
[1:13:23-1:13:27] 当时我骑着我的小车过马路
[1:13:28-1:13:31] 你用汽车喇叭在我背后嘀嘀我
[1:13:31-1:13:33] 吓我一跳
[1:13:33-1:13:35] 这算交通事故吗这个呀
[1:13:35-1:13:37] 我当时骂了一句你大爷
[1:13:37-1:13:39] 而你却说我没大爷
[1:13:40-1:13:42] 给我对懵了
[1:13:42-1:13:44] 我回去之后我复盘了整整一周
[1:13:44-1:13:46] 吵架为什么没发挥好
[1:13:46-1:13:48] 不是
[1:13:48-1:13:50] 大哥你不至于记仇记一周吧
[1:13:50-1:13:51] 就是
[1:13:51-1:13:52] 那他是为啥进来啊
[1:13:52-1:13:53] 17年
[1:13:53-1:13:54] 记这么久啊
[1:13:55-1:13:56] 星期二的英语课上
[1:13:56-1:13:59] 老师问上课是为了什么
[1:13:59-1:14:01] 我刚要接是为了下课
[1:14:01-1:14:02] 让他给接了
[1:14:03-1:14:05] 那之后同学们每次夸他接得好
[1:14:05-1:14:06] 我都得上去解释
[1:14:06-1:14:07] 我先想到的
[1:14:07-1:14:08] 我先想到的
[1:14:08-1:14:10] 你能明白那种感受吗
[1:14:10-1:14:14] 那就好像你张嘴要打哈切的时候
[1:14:14-1:14:15] 嘴里飞进一苍蝇
[1:14:15-1:14:16] 嘴里飞
[1:14:18-1:14:19] 哈切
[1:14:20-1:14:21] 我先想到的
[1:14:21-1:14:22] 我证明你先想到的
[1:14:22-1:14:23] 我证明
[1:14:23-1:14:24] 我证明
[1:14:26-1:14:30] 所以我把你们抓来就是想
[1:14:30-1:14:31] 再比一次
[1:14:34-1:14:36] 总之如果我赢过你们
[1:14:36-1:14:37] 就放人
[1:14:37-1:14:38] 没法了是吧
[1:14:38-1:14:39] 不是 大哥 大哥
[1:14:39-1:14:40] 我觉得这点小事
[1:14:40-1:14:41] 咱不至于记17年
[1:14:41-1:14:42] 12年前
[1:14:42-1:14:43] 还有啊
[1:14:43-1:14:45] 我们俩一起参加高考
[1:14:45-1:14:47] 英语他考了147
[1:14:47-1:14:49] 而我考了146
[1:14:49-1:14:51] 你们英语好好啊
[1:14:51-1:14:52] 那高考总分是
[1:14:52-1:14:53] 我考147
[1:14:53-1:14:54] 我考146
[1:14:54-1:14:55] 光学英语啊
[1:14:56-1:14:57] 你高考比我高一分
[1:14:57-1:14:59] 所以我必须要赢你
[1:14:59-1:15:00] 不是 大哥
[1:15:00-1:15:01] 高考比你高一分的人多了
[1:15:01-1:15:02] 你凭什么只抓我呀
[1:15:02-1:15:03] 我都抓了
[1:15:03-1:15:04] 都抓了吗
[1:15:05-1:15:07] 操场上的人你们听着
[1:15:08-1:15:10] 还真是一分一操场啊
[1:15:13-1:15:14] 你们吃完了饭
[1:15:14-1:15:16] 咱们一个一个的比
[1:15:18-1:15:21] 高考考147分的人可真多呀
[1:15:22-1:15:23] 你先跟我比
[1:15:24-1:15:25] 那就是说我吵架
[1:15:25-1:15:27] 故意输了就能放我走了
[1:15:29-1:15:30] 来吧
[1:15:30-1:15:31] 你大爷
[1:15:31-1:15:32] 我没大爷
[1:15:32-1:15:34] 那从今天开始
[1:15:34-1:15:35] 我就是你大爷
[1:15:38-1:15:39] 下了一轴
[1:15:39-1:15:41] 大哥你能不能管管你那嘴
[1:15:41-1:15:42] 我都有点想抽你了
[1:15:42-1:15:44] 他这想得一般耶
[1:15:44-1:15:45] 大哥
[1:15:45-1:15:46] 我能证明刚才那句
[1:15:46-1:15:47] 是你先想到的
[1:15:47-1:15:48] 而且你已经把我怼懵了
[1:15:48-1:15:49] 能放我走了吗
[1:15:49-1:15:50] 已经没用了
[1:15:50-1:15:51] 我一周以后才跟你比
[1:15:51-1:15:52] 不是
[1:15:52-1:15:53] 我先来赢你
[1:15:53-1:15:55] 不是你赢不了我
[1:15:55-1:15:57] 大哥 输了咱就能走
[1:15:57-1:15:58] 那我要是赢了
[1:15:58-1:15:59] 我还能赢你呢
[1:15:59-1:16:00] 我赢不了你
[1:16:00-1:16:01] 大哥 输了咱就能走
[1:16:01-1:16:02] 那我要是赢了呢
[1:16:02-1:16:04] 赢了你俩继续在这儿关着
[1:16:04-1:16:06] 那看来你得关我俩一辈子了
[1:16:06-1:16:07] 你没有脸
[1:16:08-1:16:09] 来
[1:16:09-1:16:11] 我准备了两套高考试卷
[1:16:11-1:16:13] 咱们俩再考一次
[1:16:13-1:16:14] 怕你不成
[1:16:14-1:16:16] 干啥呀
[1:16:18-1:16:19] 不好
[1:16:19-1:16:20] 是江苏卷
[1:16:21-1:16:23] 这个太难了
[1:16:25-1:16:26] 这低题什么意思
[1:16:26-1:16:27] 你也不会吗
[1:16:27-1:16:29] 十二年光记丑一点不复习
[1:16:29-1:16:30] 你不是
[1:16:30-1:16:31] 你不是 翻一下
[1:16:31-1:16:32] 这不钓鱼从鱼吗
[1:16:32-1:16:33] 你翻一下 钓鱼从鱼
[1:16:34-1:16:35] 喂
[1:16:36-1:16:37] 快递
[1:16:37-1:16:38] 你送进19
[1:16:38-1:16:39] 放弓管了
[1:16:42-1:16:43] 他
[1:16:43-1:16:45] 挂我电话了
[1:16:45-1:16:46] 我出去一下
[1:16:46-1:16:47] 不是 大哥
[1:16:47-1:16:48] 这不至于吧
[1:16:48-1:16:49] 这没必要赢吧
[1:16:49-1:16:50] 挂你电话呀
[1:16:50-1:16:52] 你别抄我的 你自己做
[1:16:52-1:16:53] 我去一下
[1:16:53-1:16:56] 我听你声音就把你认出来了
[1:16:56-1:16:57] 你终于来了
[1:16:57-1:16:58] 你谁呀
[1:16:58-1:16:59] 我还得送快递呢
[1:16:59-1:17:00] 你不记得了吗
[1:17:00-1:17:02] 咱俩有过一面之缘
[1:17:02-1:17:04] 咱俩不可能有一面之缘
[1:17:04-1:17:06] 我快递从来只放门口
[1:17:07-1:17:09] 两年前你面试过我
[1:17:09-1:17:10] 不是 大哥
[1:17:10-1:17:11] 你认错人了吧
[1:17:11-1:17:12] 这是个快递员
[1:17:12-1:17:13] 他说的没错
[1:17:14-1:17:16] 我以前是一个面试官
[1:17:16-1:17:18] 那后来怎么成为快递员了呢
[1:17:18-1:17:19] 两年前
[1:17:19-1:17:21] 我和你一块儿在一起
[1:17:21-1:17:22] 你怎么能说快递员了呢
[1:17:22-1:17:23] 两年前
[1:17:23-1:17:25] 我曾是世界五百强的一个面试官
[1:17:25-1:17:26] 后来
[1:17:26-1:17:27] 变成了一个快递员
[1:17:27-1:17:29] 一点儿没解释
[1:17:30-1:17:31] 知道你在送快递之后
[1:17:31-1:17:34] 我每天我都坚持说网购网购网购网购
[1:17:34-1:17:35] 我就是等着你送上门来
[1:17:35-1:17:37] 再跟你较量一次
[1:17:37-1:17:39] 我每天也在送货送货送货送货
[1:17:39-1:17:40] 我就等这天呢
[1:17:40-1:17:42] 你热不热呀 大哥
[1:17:44-1:17:45] 好
[1:17:45-1:17:47] 当年我通过了重重的考验
[1:17:47-1:17:49] 他最终没有录取我
[1:17:49-1:17:50] 原因竟然是
[1:17:50-1:17:52] 我没有捡起地上的一张纸
[1:17:52-1:17:54] 好读的口供呀
[1:17:54-1:17:56] 我当年面试没发挥好
[1:17:56-1:17:59] 所以我必须要在这儿赢你一次
[1:17:59-1:18:00] 好
[1:18:00-1:18:02] 那我今天可不会手下留情的
[1:18:02-1:18:03] 你最好手下留情
[1:18:03-1:18:05] 我这一生面人无数
[1:18:05-1:18:06] 从未录取艺人
[1:18:06-1:18:08] 这叫个啥呀
[1:18:09-1:18:11] 接下来我会出三道题
[1:18:11-1:18:12] 你如果都答下来了的话
[1:18:12-1:18:13] 就算你面试成功
[1:18:14-1:18:15] 这是谁呀
[1:18:16-1:18:17] 这哥们是一个
[1:18:17-1:18:18] 碎嘴子
[1:18:18-1:18:19] 是
[1:18:19-1:18:20] 第一题
[1:18:20-1:18:22] 你觉得一个优秀的销售
[1:18:22-1:18:23] 最应该具备什么
[1:18:23-1:18:24] 随机应变
[1:18:24-1:18:25] 答得好
[1:18:25-1:18:26] 看来这两年好好准备了
[1:18:26-1:18:27] 当然了
[1:18:27-1:18:29] 我每天都在复盘这场面试
[1:18:29-1:18:31] 我天天在网上查攻略
[1:18:31-1:18:32] 第二题
[1:18:32-1:18:34] 请把一张桌子卖给我
[1:18:34-1:18:35] 不是笔吗
[1:18:35-1:18:36] 我押错题了吗
[1:18:36-1:18:37] 不会没准备吧
[1:18:37-1:18:38] 怎么可能
[1:18:39-1:18:41] 首先我会问您
[1:18:41-1:18:43] 您现在方便给我签个字吗
[1:18:43-1:18:45] 这样您会摸摸自己的口袋
[1:18:45-1:18:47] 看看有没有随身带着一根桌子
[1:18:47-1:18:48] 这是按笔准备的吗这些
[1:18:49-1:18:50] 如果您没有带桌子
[1:18:50-1:18:51] 我会从我的口袋里
[1:18:51-1:18:52] 拿出一根桌子
[1:18:52-1:18:54] 你就是按笔准备的
[1:18:54-1:18:56] 我还会准备很多种桌子
[1:18:56-1:18:57] 2B桌子
[1:18:57-1:18:58] HB桌子
[1:18:58-1:18:59] 自动桌子
[1:18:59-1:19:00] 你听题了吗
[1:19:00-1:19:01] 非常好
[1:19:01-1:19:02] 你听答案了吗
[1:19:03-1:19:04] 接下来是最后一题
[1:19:04-1:19:05] 对了
[1:19:05-1:19:06] 你进到一个房间里
[1:19:06-1:19:07] 发现有五个领导
[1:19:07-1:19:08] 而你只买了四杯咖啡
[1:19:08-1:19:10] 请问你们三个会怎么办
[1:19:12-1:19:13] 变群面了是吗
[1:19:14-1:19:15] 你如果还答不过他俩
[1:19:15-1:19:16] 你可就要淘汰了
[1:19:17-1:19:18] 那我先来
[1:19:19-1:19:20] 我会自罚四杯
[1:19:20-1:19:21] 好吗
[1:19:21-1:19:23] 我会准备一个大一点的咖啡壶
[1:19:23-1:19:25] 然后把四杯咖啡全部倒进去
[1:19:25-1:19:26] 兄弟
[1:19:26-1:19:27] 然后打包带回家喝
[1:19:27-1:19:28] 同意
[1:19:30-1:19:33] 首先我会跟领导说对不起
[1:19:33-1:19:35] 晚上回家之后我会认真地复盘
[1:19:35-1:19:37] 今天怎么又没有发挥好
[1:19:37-1:19:40] 第二天我会高高兴兴地来到公司
[1:19:40-1:19:41] 吊死在公司门口
[1:19:41-1:19:44] 你在网上看着啥工队啊你
[1:19:44-1:19:46] 我听到最完美的答案
[1:19:47-1:19:48] 太好了
[1:19:48-1:19:49] 我通过面试了
[1:19:49-1:19:50] 不
[1:19:50-1:19:51] 你可没有
[1:19:51-1:19:52] 为什么
[1:19:52-1:19:54] 因为你们捡起这张纸
[1:19:54-1:19:55] 靠谋了
[1:19:55-1:19:57] 没给你面试过呢
[1:20:01-1:20:02] 我在这儿就不走了
[1:20:02-1:20:04] 随时等待你来挑战我的面试
[1:20:04-1:20:05] 好
[1:20:05-1:20:07] 我必须要赢你
[1:20:07-1:20:08] 不是
[1:20:08-1:20:09] 大哥
[1:20:09-1:20:11] 我问问你你为啥这么想赢啊
[1:20:12-1:20:14] 我忍气吞声了一辈子了
[1:20:14-1:20:16] 凡事都往心里面忍
[1:20:16-1:20:19] 直到三年前我诊断出了绝症
[1:20:19-1:20:22] 从那一刻开始我决定不再忍耐
[1:20:22-1:20:25] 我要向之前所有的心魔负宠
[1:20:25-1:20:27] 我要战胜心魔
[1:20:27-1:20:29] 你应该先战胜病魔
[1:20:30-1:20:31] 两年前我战胜了病魔
[1:20:31-1:20:32] 你这么厉害啊你
[1:20:33-1:20:34] 但我已经尝到了赢的滋味
[1:20:34-1:20:36] 我停不下来了我
[1:20:36-1:20:37] 我停不下来了
[1:20:37-1:20:38] 挺厉害
[1:20:38-1:20:39] 那个大哥
[1:20:39-1:20:40] 你看是不是这样
[1:20:40-1:20:42] 如果我们没办法输给你
[1:20:42-1:20:43] 我们就永远出不去了
[1:20:43-1:20:44] 当然了
[1:20:44-1:20:45] 我说了这是咱们的game
[1:20:46-1:20:48] 那能不能我先比
[1:20:49-1:20:50] 也可以啊
[1:20:50-1:20:52] 但你们仨要整体往后笑一笑
[1:20:52-1:20:54] 我先去赢操场上的一千人
[1:20:55-1:20:56] 你回来
[1:20:57-1:20:59] 大哥我想到一个办法
[1:20:59-1:21:00] 我替你比
[1:21:00-1:21:03] 然后如果说我赢了所有人再输给你
[1:21:03-1:21:04] 是不是就相当于你赢了所有人
[1:21:04-1:21:05] 还节省了你的时间
[1:21:06-1:21:07] 好方案
[1:21:07-1:21:09] 那我为什么没有先想到
[1:21:09-1:21:10] 这就别比了这个
[1:21:11-1:21:12] 就按你说的办
[1:21:12-1:21:13] 那一言为定
[1:21:14-1:21:15] 好
[1:21:15-1:21:17] 哥们儿太狂了吧
[1:21:17-1:21:19] 这可是江苏卷很难的
[1:21:19-1:21:21] ACBCD
[1:21:21-1:21:22] 什么意思
[1:21:22-1:21:23] 这选择题前五道的答案
[1:21:23-1:21:24] 都对了
[1:21:25-1:21:27] 我是当年江苏省高考状元
[1:21:27-1:21:28] 什么
[1:21:28-1:21:29] 我们大快
[1:21:31-1:21:32] 操场上的人听好了
[1:21:32-1:21:34] ACBCD
[1:21:34-1:21:36] BD AD D ABD
[1:21:36-1:21:37] 他选对了
[1:21:37-1:21:38] 我全错了
[1:21:38-1:21:40] 哥你还没过我这一关呢
[1:21:40-1:21:41] 你通过了
[1:21:43-1:21:44] 还没有结束
[1:21:44-1:21:46] 我要打十个
[1:21:46-1:21:47] 他是个说相声的
[1:21:47-1:21:49] 嘴嘴咄咄没人怼得过他
[1:21:49-1:21:51] 孩子这就这相声
[1:21:51-1:21:52] 那你演什么Sky是
[1:21:57-1:21:58] 还有我
[1:21:58-1:22:00] 每次吃饭抢买单我从没赢过他
[1:22:00-1:22:03] 二位先生谁来买单
[1:22:04-1:22:06] 这顿饭我请
[1:22:07-1:22:08] 这位先生已经买过了
[1:22:08-1:22:09] 怎么做到的
[1:22:09-1:22:11] 我在美团团队跟我说团了圈
[1:22:13-1:22:15] 输给沈渝了
[1:22:15-1:22:16] 我来
[1:22:16-1:22:17] 他是奥运冠军
[1:22:17-1:22:18] 我永远无怀
[1:22:18-1:22:20] 但是比特拳的王中国李宁
[1:22:20-1:22:22] 他根本就不是什么中国李宁
[1:22:22-1:22:24] 他是中国李第二
[1:22:27-1:22:28] 他是拳王
[1:22:28-1:22:30] 没有人比他的拳头更硬
[1:22:30-1:22:31] 哥
[1:22:33-1:22:35] 灵魂拿出来了吗
[1:22:35-1:22:38] 还有谁
[1:22:38-1:22:39] 精彩
[1:22:40-1:22:42] 没想到你真的赢了所有人
[1:22:42-1:22:43] 所以
[1:22:43-1:22:45] 接下来我只要吵架吵赢了你
[1:22:45-1:22:47] 就等于赢了所有人
[1:22:47-1:22:48] 别吵
[1:22:51-1:22:52] 来吧
[1:22:55-1:22:56] 你大爷
[1:22:57-1:22:59] 我们是一家人
[1:22:59-1:23:01] 我们是一家人
[1:23:01-1:23:03] 我们是一家人
[1:23:03-1:23:04] 我没大爷
[1:23:05-1:23:06] 我没大爷
[1:23:07-1:23:09] 那从今天开始
[1:23:12-1:23:13] 我就是你大爷
[1:23:16-1:23:18] 这就是赢的感觉吗
[1:23:18-1:23:19] 那以后别人骂我大爷
[1:23:19-1:23:20] 骂的都是你
[1:23:28-1:23:30] 这就是赢的感觉吗
[1:23:30-1:23:31] 干嘛呢
[1:23:31-1:23:33] 你不是要输给我吗
[1:23:33-1:23:35] 我一开始是这么想的
[1:23:35-1:23:36] 但刚才我发现
[1:23:36-1:23:38] 赢的感觉太爽了
[1:23:39-1:23:40] 我这个人
[1:23:40-1:23:42] 活到现在从来都不争不抢
[1:23:42-1:23:44] 但我今天我发现了
[1:23:44-1:23:45] 我想赢
[1:23:45-1:23:47] 没有人不想赢
[1:23:47-1:23:49] 那咱就再比一比
[1:23:49-1:23:50] 好
[1:23:50-1:23:51] 那我跟你比接话
[1:23:51-1:23:52] 看谁快
[1:23:52-1:23:53] 不用比这个
[1:23:53-1:23:54] 你来当裁判这个变形官
[1:23:54-1:23:56] 哥们这其实都是假的
[1:23:56-1:23:57] 我这是租赁密室逃脱
[1:23:57-1:23:58] 你看这句子是塑料的
[1:23:58-1:24:00] 就这铁链子是真的
[1:24:00-1:24:01] 哎呀
[1:24:02-1:24:03] 小赢贼都进来了
[1:24:04-1:24:05] 救命
[1:24:05-1:24:06] 别进来
[1:24:06-1:24:07] 别进来
[1:24:09-1:24:10] 别别别
[1:24:10-1:24:12] 我们是个整人节目
[1:24:12-1:24:13] 整人奇妙宴
[1:24:13-1:24:15] 综艺节目整人奇妙宴
[1:24:15-1:24:16] 你看马东在那儿坐着呢
[1:24:16-1:24:17] 马东
[1:24:17-1:24:18] 马东
[1:24:20-1:24:21] 我听说马东老师
[1:24:21-1:24:23] 最喜欢办比赛了
[1:24:23-1:24:24] 我要跟你比
[1:24:24-1:24:25] 比啥呀
[1:24:25-1:24:26] 比南国统筹开始了
[1:24:26-1:24:27] 快快快
[1:24:27-1:24:28] 还想跟老师比
[1:24:28-1:24:29] 快点快点
[1:24:29-1:24:30] 比一下
[1:24:30-1:24:31] 比一下
[1:24:31-1:24:32] 比一下
